2.0000000e+00   6.7281947e-01  -5.7321831e-01  -5.5673887e-02   5.1214734e-01  -5.1565698e-02  -2.9551520e-01   1.2492950e-01  -1.9374296e+00   1.4399940e+00   4.2698863e-01   5.2208067e-01  -6.1648909e-02  -2.8271325e-03   1.0951494e+00  -7.2521919e-01   1.8138270e-01  -1.7496805e+00   1.2786469e+00   1.1744927e+00   2.4654370e-01  -5.9183298e-01   6.9580282e-01   1.0685472e+00  -6.1649262e-01  -1.6169187e+00  -1.1562948e+00   7.4708156e-01   2.6544621e+00   1.0200463e-01   7.7044010e-01   5.6041537e-01   3.2998984e-01  -1.2046939e+00  -5.2250744e-01   1.7571334e+00  -1.4549737e+00  -3.0891995e-01   1.8662230e+00  -1.0402999e+00  -2.6105851e-02  -5.2961387e-01   7.3630271e-01   4.7897720e-01  -8.0390742e-01  -1.1305127e-01  -1.5644021e+00   1.0617938e+00  -1.7379646e+00   5.9473697e-02  -4.6538775e-02   7.1863582e-01  -3.2394968e-01  -5.4845769e-01  -6.5774047e-01   3.0163719e-01   6.3044287e-03  -1.2612336e+00   1.2374447e+00  -1.0337596e+00   8.0465885e-01  -4.0060081e-01  -1.8189211e-01   4.4689570e-01  -4.3254326e-01
2.0000000e+00  -1.0266204e+00  -5.7699368e-01  -7.3723225e-01  -3.6432165e-01   8.2383545e-01   1.7192479e-01   2.5025644e-01   1.3188754e+00   2.5753956e+00   1.6943127e+00  -4.7922450e-01  -1.6862436e+00   7.2397488e-02   1.8900595e+00  -7.7602858e-01  -1.1758164e+00  -1.7878939e+00  -2.9798374e-01  -2.8845612e-01   1.1705180e+00   5.6718973e-01   5.9205401e-03   1.0413727e-01   1.2260602e-01  -1.3770738e+00   1.3346591e+00  -1.1717587e+00  -1.2507389e+00  -1.0471304e+00   2.0025772e+00  -8.5984174e-01   4.0326472e-01   1.7796159e+00   1.2560997e-01  -2.2344621e+00   7.0326443e-01  -1.0760186e+00  -6.2294378e-01  -1.2469967e+00   2.1195287e-01   8.7920567e-01   4.8998432e-01   7.2165269e-01  -4.7073733e-01   2.9922604e-01  -8.6825185e-01  -2.2498616e-01  -4.5410044e-01  -1.2201800e+00  -1.1875237e+00   2.4208495e+00   4.5130152e-01   2.5922301e+00  -1.5505971e+00   1.4860870e+00   8.5150940e-01  -4.2465956e-01  -1.0000737e+00   2.3642843e+00   7.3137552e-01  -7.3242474e-01  -1.7315184e+00   4.0084651e-01  -1.9580783e-01
2.0000000e+00   3.1206836e-01  -1.9135174e+00  -5.9339761e-01  -1.6230180e+00   6.3315734e-01  -7.4524206e-01   4.3940947e-01   1.0172852e-01  -2.8494297e-01   6.8227489e-01   2.5599984e+00  -9.7809342e-02  -1.0997617e+00   1.8100001e+00   8.5201203e-01  -1.0123831e-01   7.2762668e-01  -2.1260130e+00  -1.2727611e+00   5.6967747e-01   3.7536358e-01   1.3294281e+00   1.4179451e-03  -1.5151305e+00   1.1086218e+00   4.2673835e-01  -8.1210700e-01  -1.0502050e+00   1.8569230e-01   3.4955622e-01   1.5509161e+00  -5.2151663e-01   2.3886668e-01   9.9339058e-01  -1.0806913e+00   1.3025885e+00  -1.2712447e-01  -1.0194309e+00   2.7099479e+00   2.3727621e-01  -4.6907009e-01   2.5750393e-01   1.0498451e+00  -1.7173918e+00  -2.3850421e+00  -1.8749224e-01  -9.2454925e-01   7.1507284e-01  -3.5781757e-01   2.1088332e-01   7.4391830e-01  -1.2012791e+00  -1.3300774e-01   2.4354071e+00   2.0656455e-02  -5.5932110e-01  -5.9344652e-01  -1.2763235e+00   5.9720292e-01   1.8913845e-02   3.0058195e-01   1.3615806e-01   9.8432317e-02  -1.1183650e+00
1.0000000e+00  -2.5714026e+00   1.0124930e+00   1.2875515e-01  -1.5313056e+00   6.3834171e-01   1.3967591e+00  -1.1956368e+00  -1.1346303e+00  -7.8527066e-01  -1.6180795e+00   9.7251309e-01   5.2413997e-01   3.5417129e-01   2.6696442e+00  -6.7205534e-01  -1.1446460e+00  -4.8976578e-02   2.0629596e-04   7.8554056e-01  -1.3456461e+00  -9.7869093e-01   2.2831173e+00  -1.4046899e-01   1.2680185e+00  -6.5682678e-01  -1.0990704e+00   1.5213717e-01  -3.6085454e-01  -7.0154522e-02   5.2938103e-01   5.8853259e-01   3.0814839e-01  -1.0323993e+00   1.7817447e-01  -1.6074024e-01   2.6243683e-01   1.3030305e+00   4.7238059e-02   8.7875946e-01   4.3119461e-01   2.3509589e-01  -2.8860892e-02  -5.1935805e-01   6.1625106e-01   1.0042811e+00   4.3146110e-01   1.3909409e+00  -6.0125299e-01  -4.6616035e-02  -8.1799134e-01  -2.6369292e-01   1.0395969e-01   1.5216727e+00  -1.3415119e-01   9.4287129e-01  -3.5569998e-01   6.6996071e-01   1.0801495e+00  -8.1826287e-01  -5.1660595e-01   1.8648007e+00   1.1413980e+00   7.2161647e-01   2.5658846e-01
2.0000000e+00   1.3177380e+00   1.9460411e-01  -1.5730115e+00  -1.9329195e-01   9.9952543e-01  -1.0225940e+00   5.7508958e-02  -1.7083484e+00  -5.6055035e-02  -2.0728047e+00  -1.7516880e-01  -4.5445520e-01  -8.1838426e-01  -3.9916931e-02   1.7836292e+00   1.1978771e+00   1.1036947e+00  -1.4407902e+00   1.6267839e+00   6.7475324e-01   8.5108866e-01  -1.6959068e+00  -2.3456356e-01   1.4642760e-01  -6.7006293e-01  -3.0063988e-01  -2.0992788e-01   2.6116416e+00   1.4253502e+00   3.8906042e-02   1.3401274e+00  -6.4219960e-01   2.6622698e-01  -6.4266817e-01  -6.8575902e-01  -6.0490231e-01   7.4532391e-02  -7.3036882e-01  -8.1912906e-01   4.1708884e-02   1.6291205e+00   1.1148463e+00   3.4206478e-01  -5.2083063e-02  -2.2506913e+00  -8.8229089e-02  -1.4287067e+00  -3.6236091e-02  -2.0190333e-01  -5.3632868e-01  -8.7800847e-01  -1.2797310e+00   4.2119062e-01   1.7019721e+00  -2.4560504e-01   8.0027039e-01   3.4272957e-01   1.1252374e+00   9.4811980e-01   1.1386077e+00  -4.8812604e-01  -6.0538273e-01   1.1681256e+00  -1.8431200e-01
2.0000000e+00  -1.2430345e+00  -1.3517731e+00  -6.9218588e-03  -4.0841904e-01   1.1619234e+00   1.1566661e-01  -5.4374108e-01   1.5172928e+00   2.0872664e+00  -3.7620374e-01   6.1307806e-01  -1.3963357e+00   9.2017798e-01  -2.3774440e-02  -1.1436890e+00  -9.9830734e-01  -2.0608442e+00  -4.6447820e-01  -3.5677194e-01  -1.0598550e-01   5.1217372e-02   5.4582944e-01   2.0866676e+00  -1.4564637e+00  -1.1615543e+00   4.2403203e-01  -6.9767811e-01   1.9249708e+00  -1.5015161e+00   7.8159041e-01   1.9619645e+00   8.8578294e-01   3.7376110e-02   1.0053852e-01   1.3887132e+00  -7.9271478e-01  -4.9295351e-02   6.7848559e-01   4.7246934e-01  -2.2173146e-01  -2.8914526e-01  -1.9694722e+00  -8.9294892e-02   9.4030329e-02  -1.0026132e+00  -7.2001248e-01  -2.8042769e-01   2.7779728e-01   2.1288759e+00  -1.3933341e+00   9.7162668e-01  -4.9335987e-02  -6.2000395e-01   6.5779903e-01  -8.4323110e-01   1.1914896e+00   5.1748004e-01   9.2559312e-01  -8.9108814e-01  -4.9453768e-01   4.9006910e-01   2.2462093e+00  -3.1834746e-01  -1.5399363e+00
1.0000000e+00   1.7427682e+00   4.6268374e-01  -3.8342330e-01   1.7368607e+00   9.3236407e-01   6.1278391e-01  -5.0061273e-01   9.1588448e-01  -4.8585335e-01   6.8426323e-01  -2.0692763e-02   4.3428586e-01   1.3185705e+00  -2.4856109e-01   1.4364636e+00   1.0444847e+00  -5.0587131e-01   1.5716116e-01  -6.0048894e-01   4.0180295e-02   1.0869498e+00  -7.7983575e-01  -1.4163098e-01   1.5124163e-01   3.5492348e-01  -4.8307318e-01   2.1018706e-01  -3.8875773e-01  -9.8175237e-01   6.7351799e-01   5.2446751e-01   2.5904354e+00   3.9226443e-01  -4.5477551e-01   6.2768778e-01  -3.6586420e-01   1.4146414e-01   4.3953150e-01   5.9838840e-01   8.9431150e-01  -1.1872808e+00   2.9542707e-01   2.3174004e+00   8.4633227e-01   1.5457109e+00   1.5912490e+00  -3.1220076e-01  -9.1729352e-01  -2.4631279e-01  -5.1447285e-01   2.1256442e-01  -5.3278215e-01   6.4378857e-01  -1.6963668e-01   3.1482227e-01  -7.1554660e-01   4.8494020e-01   4.3284941e-03   1.8053514e-01  -5.6083863e-02   3.7624105e-01   3.1424839e-01  -1.0702976e+00  -2.5631820e-01
2.0000000e+00   1.0217040e+00   1.0747484e+00   1.4095069e-01   9.0456073e-01   1.3416081e-01   1.6044331e+00   6.8351647e-02   1.2929595e+00  -1.0209142e+00   1.4591729e+00   1.8287717e-01  -9.7452881e-01  -5.7278316e-01  -4.1970427e-02   9.4258514e-01   2.8675827e-01  -1.6439041e-01  -1.9907338e+00   3.1268310e-01  -1.4320016e+00  -1.9700538e-01   5.2782596e-01  -1.4818079e-01  -5.0333273e-01  -4.7392759e-01   3.5771834e-01   1.2362777e+00   1.0207535e+00  -1.8994099e-01   7.8444121e-01   4.5336863e-01  -1.3553816e+00   6.7417850e-01   7.9032355e-01  -6.0820970e-01   4.0812997e-01   6.4221650e-01  -8.1348325e-01   6.7347127e-01  -8.3766458e-01   4.6252331e-01  -5.9430545e-01  -1.1868252e-02  -1.0940725e+00   1.5719198e+00   1.7923364e+00  -5.0808970e-01   1.2598129e+00  -2.5196305e+00   5.9129099e-02  -1.6471487e+00  -1.3690799e+00   1.5635176e+00  -9.4335125e-01   1.3501645e+00   4.9538226e-01  -4.0772973e-01  -2.0290536e-02   1.1599191e+00   1.9391597e-01  -1.4574479e+00   1.5632510e-01  -1.5393159e+00  -1.3485844e+00
2.0000000e+00   7.7936024e-01   4.9986610e-01  -2.6256356e-01  -5.2608320e-01   4.3334411e-01  -1.8113586e-01   1.3726673e-01  -7.1564070e-01  -1.0826390e+00   1.3237196e+00  -2.7307890e+00   8.0651280e-01  -3.3161007e-01   8.3365350e-01   1.9981649e+00  -1.5951536e+00  -2.4947089e-01   9.5330821e-01   2.7092835e-01   1.2465948e-01  -6.5997105e-01  -3.8540838e-01   5.7801468e-02  -3.3034896e-01  -2.0961891e+00  -3.7371021e-01   1.3298408e+00   2.1848075e+00  -1.4199576e+00   2.3756799e+00  -4.6022373e-01  -6.1966499e-01  -1.1588157e+00   3.7477777e-01   3.3871544e-01  -4.6768143e-02   8.0649978e-01  -7.6872928e-01  -5.1253977e-01   1.2426326e+00  -7.1054805e-01   1.0831020e+00   5.6004967e-01   1.1773070e+00  -1.1085436e-01   1.7501464e+00   2.2030391e+00   2.8573985e-01  -7.1586068e-02   9.1657744e-01  -3.7972963e-01   1.7292141e-01  -2.4268773e-01  -6.6802275e-02  -7.6626917e-01  -2.2416899e-01   3.7823854e-01  -9.6550319e-01  -1.0804782e+00  -9.7002970e-02   7.2780568e-01   1.3476764e+00   1.0688643e+00  -3.7251752e-01
2.0000000e+00  -1.4108966e-02   1.5876245e+00  -3.6667263e-02   1.0555931e+00   1.8716604e-01  -1.1022042e+00  -2.4308422e-01  -1.7569879e-01  -1.1027538e+00   7.2635052e-02  -1.9404550e-02  -5.5690072e-01  -8.0362447e-01   4.4830572e-01  -1.3469289e+00   5.7272989e-01   7.8231495e-02   3.3523613e-01  -9.9137739e-01  -6.0711346e-01  -5.6513221e-01  -3.5310727e-03   1.6407443e-01  -1.0970244e+00   9.6184871e-01   7.1614377e-01   6.7856490e-01   9.6300022e-01  -2.0115436e+00   9.7034580e-01   4.5901466e-01   6.7246819e-01  -5.9816694e-02  -1.4306699e+00  -8.6860070e-01   1.1160170e+00   2.5847771e+00   3.4237383e-01   1.0405706e+00   9.5354375e-01   3.5675807e-01  -2.5545179e-01   2.2743969e-01   1.2571912e+00   3.7763152e-01  -7.8389079e-01   4.7842053e-01  -3.5959118e-01   9.9919117e-01  -9.1063287e-01  -8.6136251e-01   7.6131063e-01   3.5817205e-01  -1.6911345e+00   9.2512494e-01   2.4549776e-01   1.0717544e+00   9.1961224e-01   2.7551738e-01   1.9409996e+00   1.0425081e-01   4.7770635e-01  -1.9305126e-01   2.0053022e+00
