2.0000000e+00   2.1026826e-01   1.1906733e+00  -1.7602906e+00   1.6824362e+00   1.9760252e-01  -1.6324520e+00  -1.6506946e+00   1.1609258e+00   1.6672050e+00  -5.0760497e-01   7.7904876e-01   1.5834393e+00
1.0000000e+00  -2.6410266e-01  -1.0910071e-01  -4.3064331e-01   1.7515066e-01  -5.0609133e-01   4.4213849e-01  -1.3378841e+00  -6.3531570e-01  -8.6892765e-01   8.6798832e-02   5.4888875e-01   4.0840092e-01
2.0000000e+00   1.0859865e+00   1.5625615e-02   2.2413112e-01   5.0772315e-01   2.2724182e+00  -3.5965460e-01   1.2005598e+00   9.8591772e-01  -1.7862338e+00  -6.3354674e-01   2.4789519e-01  -5.3212188e-01
2.0000000e+00   1.3008345e-01  -2.4263469e+00   7.1030014e-01  -1.1668896e+00  -4.4309052e-01   6.6480146e-01  -4.6589451e-01   3.6369104e-01  -9.8961520e-01   1.2841247e+00  -7.6341393e-01  -8.2505816e-01
2.0000000e+00  -1.0133271e+00  -1.7770383e-02   1.5842550e+00  -3.0155865e+00  -8.2982633e-01  -2.4678665e-01  -4.8805958e-01  -1.3179129e+00  -1.0764690e+00  -1.3840379e+00  -1.7974279e+00   3.5491442e-01
1.0000000e+00  -4.1187336e-01   6.8241041e-02  -9.1227895e-01   1.3212272e+00  -3.5228760e-01  -1.3576562e-01   3.0200904e-01  -5.7692989e-01   1.0257891e-01   3.8197978e-01   1.1336719e+00  -8.1540220e-01
2.0000000e+00   3.5520637e-01  -7.2952693e-01  -1.0319809e+00  -1.9093037e+00  -9.7836062e-01  -6.2324536e-01   9.7598339e-01   5.9283680e-01  -3.1404884e-02   7.3989620e-01   8.2622791e-01   1.4204228e+00
2.0000000e+00  -4.5418343e-01   5.1695227e-01   4.2356506e-01   1.1852497e-03  -6.1519272e-01   5.1959114e-01  -2.1898134e-01  -1.5234992e+00  -9.9339323e-01   1.4021196e+00  -7.5565921e-01   7.9151750e-01
2.0000000e+00  -7.8782941e-01  -1.4253522e+00  -1.4767242e+00   1.7677146e-01   6.9976652e-01  -4.6411662e-01  -2.1709310e-01  -1.0384906e+00  -4.3556360e-01   7.3275342e-01   1.3338314e+00  -4.5136036e-01
1.0000000e+00  -9.9314186e-02  -3.1381098e-02   6.3940987e-01  -1.2758607e+00  -2.6736731e-01   2.1124962e+00   2.6968247e-01  -3.6385124e-01   6.7219280e-01   1.4950585e-01   1.9077436e+00   3.2649791e-01
1.0000000e+00  -3.5106515e-01  -8.1139401e-01   7.0742007e-01   9.9459415e-01  -3.2441842e-01  -6.7969866e-01   3.6127134e-01  -6.5172535e-01   1.3652408e+00   1.9442399e-01   1.4656310e+00   1.8119527e-01
2.0000000e+00   1.1915339e+00   9.3813205e-01  -3.4662084e-01   1.5970705e-01   3.1715516e-02   5.4375997e-01   9.4418316e-01   8.1175381e-01   6.7840977e-02   1.9529450e+00  -1.4145564e+00   9.3757065e-01
1.0000000e+00   2.2161249e+00   7.0558119e-01  -1.3464090e+00  -1.2452109e+00  -1.6159287e+00  -4.9727760e-01   1.8481965e+00  -4.9787170e-01  -1.2358393e+00   1.2588002e-01   1.4747221e-01   1.3291149e+00
2.0000000e+00   5.9264669e-01   1.5448040e-02   6.8787442e-01  -3.6331429e-01  -8.7557763e-01   4.0044771e-02  -1.9834408e-02  -1.8393994e+00  -2.8074441e-01  -1.0526440e+00  -2.1097007e-01   1.0198930e+00
2.0000000e+00  -9.7557327e-01   2.2800971e-01   2.3481187e-02  -3.8093144e-01   1.3358780e+00   3.0967271e-01   7.2062801e-01   1.3846968e+00   6.1028746e-01  -8.2685207e-01   3.4251281e-01   7.6941021e-01
1.0000000e+00   2.1341606e+00   3.7343293e-01   1.2810311e+00  -7.1504260e-01   1.7235917e-01  -7.4388688e-01   1.8988667e+00  -1.2248791e+00   8.3162426e-01   1.5241106e-01   1.9537226e+00   1.8050722e+00
